the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.87834158265058 40.874198707655715),2,Bronx,207,11,80,36,13,1968,651,General,backed,07/02/2013,285 East 205th Street,285 East 205th Street,East 205th Street,E 204th Street & Perry Avenue,Bronx,207,Not Applicable,Not Applicable,40.874207,-73.878343,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87848499531574 40.87564180161788),2,Bronx,207,11,80,36,13,4164,60,General,backed 2,08/01/2018,228 East 207th Street,228 East 207th Street,East 207th Street,Bainbridge Avenue & Perry Avenue,Bronx,207,Not Applicable,Not Applicable,40.8756418016,-73.8784849953,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89872057728151 40.86222671103118),2,Bronx,205,14,86,33,15,1945,559,BID,backed,05/07/2013,114 East Fordham Road,114 East Fordham Road,East Fordham Rd & 188th Street,E. Fordham Road & 188th Street,Bronx,205,Not Applicable,Fordham Road,40.862235,-73.898722,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90606157793667 40.812610720314844),2,Bronx,201,8,84,29,15,2697,658,Municipal Facilities,backed,11/05/2014,811 East 149th Street,811 East 149th Street,East 149th Street,Tinton Avenue & Union Avenue,Bronx,201,Not Applicable,Not Applicable,40.812619,-73.906063,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9127165749843 40.82275471878288),2,Bronx,203,17,79,32,15,796,352,General,backed,01/10/2013,843 Elton Avenue,843 Elton Avenue,East 160th Street,East 159th and 160th Streets,Bronx,203,Not Applicable,Not Applicable,40.822763,-73.912718,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87953758394535 40.84076671444485),2,Bronx,206,15,87,32,15,2899,1199,Municipal Facilities,backless,12/18/2014,2024 Boston Road,1065 East Tremont Avenue,East Tremont Avenue,Boston Road & East 177th Street,Bronx,206,BX21,Not Applicable,40.840775,-73.879539,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88245267439459 40.85056209536325),2,Bronx,206,15,78,33,15,4140,415,General,backed 2,05/21/2019,2300 Southern Boulevard,2300 Southern Boulevard,Crotona Parkway,Bronx Park South & La 65 de Enfanteria,Bronx,206,Not Applicable,Not Applicable,40.8505620954,-73.8824526744,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91090857452375 40.84041371569674),2,Bronx,204,16,77,33,15,2135,742,Community Health Centers,backed,09/09/2013,240 East 172nd Street,240 East 172nd Street,Morris Avenue,East 171st and 172nd Streets,Bronx,204,BX32,Not Applicable,40.840422,-73.91091,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89233692159803 40.83153443231613),2,Bronx,203,17,79,32,15,1535,287,General,backed,02/04/2013,1334 Louis Nine Boulevard,1334 Louis Nine Boulevard,Plaza,"Intervale Avenue, Louis Nine Blvd & Jennings Street",Bronx,203,Not Applicable,Not Applicable,40.8315344323,-73.8923369216,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89125457831824 40.8828897062498),2,Bronx,208,11,81,34,13,2703,1201,Municipal Facilities,backed,07/30/2014,3961 Hillman Avenue,3961 Hillman Avenue,Hillman Avenue,Sedgwick Avenue & Van Cortlandt Park South,Bronx,208,Not Applicable,Not Applicable,40.882898,-73.891256,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92221157065964 40.8321217171771),2,Bronx,204,16,84,29,15,2307,1121,General,backed,01/08/2014,1068 Gerard Avenue,1068 Gerard Avenue,Gerard Avenue,E165th & McClellan Street,Bronx,204,Not Applicable,Not Applicable,40.83213,-73.922213,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90794657612913 40.82328071839034),2,Bronx,203,17,79,32,15,2696,1323,Municipal Facilities,backed,09/15/2014,916 Eagle Avenue,916 Eagle Avenue,Eagle Avenue,East 161st Street & East 163rd Street,Bronx,203,Not Applicable,Not Applicable,40.823289,-73.907948,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91020652149707 40.83121761931541),2,Bronx,203,16,77,32,15,2081,0,General,backless,,1170 Webster Avenue,1170 Webster Avenue,Webster Avenue,E 167th Street and E 168th Street,Bronx,203,BX41,Not Applicable,40.8312176193,-73.9102065215,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87108258704137 40.839650713881774),2,Bronx,209,15,87,33,15,4027,10,Bus Route,backed 2,03/06/2018,1280 East Tremont Avenue,1280 East Tremont Avenue,East Tremont Avenue,Van Nest Avenue & Rosedale Avenue,Bronx,209,BX40,Not Applicable,40.839659,-73.871084,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84579659534838 40.84400871186195),2,Bronx,210,13,82,34,14,2454,952,Health Care Facilities,backless,05/02/2014,1485 Williamsbridge Road,1485 Williamsbridge Road,Williamsbridge Road,St. Raymonds Avenue and Silver Street,Bronx,210,BX8,Westchester Square,40.844017,-73.845798,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90048557726547 40.84758771317469),2,Bronx,206,15,86,33,15,2589,1136,Municipal Facilities,backless,07/14/2014,410 E. Tremont Avenue,410 E. Tremont Avenue,E. Tremont Avenue,Webster Avenue and Park Avenue,Bronx,206,BX40,Not Applicable,40.847596,-73.900487,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9005445745867 40.885310706397185),2,Bronx,208,11,81,34,13,3866,256,Senior Safety,backed 2,09/01/2017,5825 Broadway,5825 Broadway,W 238th Street,W 238th Street & W 240th Street,Bronx,208,Not Applicable,Not Applicable,40.885319,-73.900546,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91493957496138 40.810841721246696),2,Bronx,201,8,84,29,15,2432,834,Senior Center,backless,04/23/2014,401 St. Anns Avenue,401 St. Anns Avenue,St. Anns Avenue,E 143rd Street and E 144th street,Bronx,201,BX17,Not Applicable,40.81085,-73.914941,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89098458127383 40.820425718659855),2,Bronx,202,17,85,32,15,3733,61,Bus Route,backless 2,06/29/2017,925 Hunts Point Avenue,925 Hunts Point Avenue,Hunts Point Avenue,Southern Blvd & Bruckner Blvd,Bronx,202,BX6,Not Applicable,40.820434,-73.890986,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88928158204688 40.818760718608495),2,Bronx,202,17,85,32,15,1782,1031,General,backed,11/14/2013,875 Hunts Point Avenue,875 Hunts Point Avenue,Hunts Point Avenue,Seneca Avenue & Garrison Avenue,Bronx,202,Not Applicable,Not Applicable,40.818769,-73.889283,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86108859010128 40.835181714638495),2,Bronx,209,18,87,32,15,3525,17,Bus Route,backless 2,02/04/2017,1375 Metropolitan Avenue,1375 Metropolitan Avenue,Metropolitan Avenue,Wood Avenue & McGraw Avenue,Bronx,209,BX04,Not Applicable,40.83519,-73.86109,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.82618124675886 40.85204481413775),2,Bronx,228,13,82,34,14,3569,25,Bus Route,backless 2,02/04/2017,Charles J Cimi Plaza,Charles J Cimi Plaza,Bruckner Expressway,Wilkinson Avenue & Westchester Avenue,Bronx,210,Not Applicable,Not Applicable,40.8520448141,-73.8261812468,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90924757365649 40.84963971334791),2,Bronx,205,14,86,33,15,2099,750,Community Health Centers,backed,08/07/2013,1894 Walton Avenue,1894 Walton Avenue,Walton Avenue,Mount Hope Place and East 177th Street,Bronx,205,Not Applicable,Not Applicable,40.849648,-73.909249,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91951257237001 40.825919718278804),2,Bronx,204,16,79,32,15,4051,305,Bus Route,backed 2,08/29/2017,265 E 161st Street,265 E 161st Street,E 161st Street,Sherman Ave & Morris Ave,Bronx,204,BX06,Not Applicable,40.825928,-73.919514,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82618124675886 40.85204481413775),2,Bronx,228,13,82,34,14,3569,24,Bus Route,backless 2,02/04/2017,Charles J Cimi Plaza,Charles J Cimi Plaza,Bruckner Expressway,Wilkinson Avenue & Westchester Avenue,Bronx,210,Not Applicable,Not Applicable,40.8520448141,-73.8261812468,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.86621511392538 40.87786241094203),2,Bronx,212,12,83,36,16,2187,1073,General,backed,10/25/2013,3519 White Plains Road,3519 White Plains Road,E211th Street,White Plains Road & Duncomb Avenue,Bronx,212,BX41,Not Applicable,40.8778624109,-73.8662151139,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9038865725317 40.90767970219312),2,Bronx,208,11,81,34,16,2397,623,General,backed,03/19/2014,5951 Riverdale Avenue,5951 Riverdale Avenue,Riverdale Avenue,W259th & W261st Street,Bronx,208,Not Applicable,Not Applicable,40.907688,-73.903888,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89972057523393 40.87323070825845),2,Bronx,208,14,81,33,13,4149,655,General,backed 2,04/04/2019,2865 Claflin Avenue,2865 Claflin Avenue,Claflin Avenue,W 179 Street & Reservoir Avenue,Bronx,208,Not Applicable,Not Applicable,40.873239,-73.899722,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88835958291928 40.81728271869876),2,Bronx,202,17,85,32,15,1780,349,General,backed,02/04/2013,830 Hunts Point Avenue,830 Hunts Point Avenue,Hunts Point Avenue,Lafayette Avenue & Gilbert Place,Bronx,202,Not Applicable,Not Applicable,40.817291,-73.888361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90298557667298 40.838279715195064),2,Bronx,203,16,79,33,15,2729,1303,Municipal Facilities,backed,09/12/2014,1537 Washington Avenue,1537 Washington Avenue,Clearmont Parkway,Clearmont Parkway and E. 171st Street,Bronx,206,Not Applicable,Not Applicable,40.838288,-73.902987,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90300757509232 40.8677797099645),2,Bronx,207,14,81,33,13,2436,838,Health Care Facilities,backed,05/01/2014,2552 Webb Avenue,2552 Webb Avenue,Webb Avenue,W. Kingsbridge Road and W. 190th Street,Bronx,207,Not Applicable,Not Applicable,40.867788,-73.903009,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91770857277487 40.8269477179153),2,Bronx,204,16,79,32,15,2585,1236,Municipal Facilities,backless,07/14/2014,917 Morris Avenue,917 Morris Avenue,Morris Avenue,E. 162nd Street and E. 163rd Street,Bronx,204,BX32,Not Applicable,40.826956,-73.91771,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89972057523393 40.87323070825845),2,Bronx,208,14,81,33,13,4149,492,General,backed 2,04/04/2019,2865 Claflin Avenue,2865 Claflin Avenue,Claflin Avenue,W 179 Street & Reservoir Avenue,Bronx,208,Not Applicable,Not Applicable,40.873239,-73.899722,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86171758908459 40.861273709689115),2,Bronx,211,13,80,34,14,3572,2316,Municipal Facilities,backed,05/26/2017,2401 Bronxwood Avenue,2401 Bronxwood Avenue,Bronxwood Avenue,Waring Avenue & Mace Avenue,Bronx,211,Not Applicable,Not Applicable,40.861282,-73.861719,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1988,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8975205790508 40.82956071732713),2,Bronx,203,17,79,32,15,3129,1985,General,backed,08/06/2015,1339 Prospect Avenue,821 East 169th Street,East 169th Street,East 169th Street & Freeeman Street,Bronx,203,Not Applicable,Not Applicable,40.829569,-73.897522,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89006225470476 40.86100770548604),2,Bronx,206,15,78,34,15,1694,931,BID,backed,02/07/2013,401 E. Fordham Road,401 E. Fordham Road,East Fordham Road,Third Avenue & Webster Avenue,Bronx,206,Not Applicable,Fordham Road,40.8610077055,-73.8900622547,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9144414423008 40.81168667530922),2,Bronx,201,8,84,29,15,3818,112,Bus Route,backless 2,06/29/2017,Saint Mary's Park,450 St Ann's Avenue,St Ann's Avenue,E 143rd Street & E 144th Street,Bronx,201,BX17,Not Applicable,40.8116866753,-73.9144414423,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87203758424113 40.87867670645817),2,Bronx,207,11,80,36,13,2090,1068,General,backed,10/25/2013,380 E. Gun Hill Road,380 E. Gun Hill Road,Webster Avenue,E Gun Hill Road and E205th Street,Bronx,207,BX41,Jerome-Gun Hill,40.878685,-73.872039,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90888457633022 40.813719720101886),2,Bronx,201,8,84,29,15,3384,1909,Municipal Facilities,backed,08/14/2014,564 Jackson Avenue,564 Jackson Avenue,Concord Avenue,E 149th Street & E 150t Street,Bronx,201,Not Applicable,Not Applicable,40.813728,-73.908886,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.893414578016 40.861905710785855),2,Bronx,205,15,78,33,15,1209,645,BID,backless,10/16/2012,331 East Fordham Road,331 E Fordham Road,Bainbridge Avenue,Bainbridge Avenue and East Kingsbridge Road,Bronx,207,BX22,Fordham Road,40.861914,-73.893416,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8638765875424 40.86439470888233),2,Bronx,211,13,80,34,14,2924,1598,General,backed,01/06/2015,2550 Boston Road,2550 Boston Road,Boston Road,Wallace Avenue and Barnes Avenue,Bronx,211,Not Applicable,Not Applicable,40.864403,-73.863878,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87839358238398 40.88137870607696),2,Bronx,207,11,81,36,13,3533,97,Municipal Facilities,backed 2,07/03/2017,3511 Bainbridge Avenue,3511 Bainbridge Avenue,Bainbridge Avenue,E Gun Hill Road & E 211 Street,Bronx,207,Not Applicable,Jerome-Gun Hill,40.881387,-73.878395,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92597757091536 40.80619172275462),2,Bronx,201,8,84,29,15,3448,2307,Municipal Facilities,backed,06/10/2016,80 Bruckner Boulevard,80 Bruckner Boulevard,Buckner Boulevard,Willis Avenue & Alexander Avenue,Bronx,201,Not Applicable,Not Applicable,40.8062,-73.925979,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.85809659280585 40.821245717366395),2,Bronx,209,18,87,32,15,2101,774,Community Health Centers,backed,08/08/2013,731 White Plains Road,731 White Plains Road,White Plains Road,Lafayette and Seward Avenues,Bronx,209,Not Applicable,Not Applicable,40.821254,-73.858098,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.8875105823621 40.83414871571038),2,Bronx,203,17,79,32,15,2706,1298,Municipal Facilities,backed,09/12/2014,1550 Vyse Avenue,1550 Vyse Avenue,Vyse Avenue,East 172nd Street & East 173rd Street,Bronx,203,Not Applicable,Not Applicable,40.834157,-73.887512,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89229257704223 40.89585670424551),2,Bronx,226,11,81,34,16,3600,32,Bus Route,backed 2,03/11/2017,Van Cortland Park,5983 Broadway,Broadway,Manhattan College Parkway & W 242nd Street,Bronx,208,BX09,Not Applicable,40.895865,-73.892294,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90987757462749 40.84608071442394),2,Bronx,205,14,77,33,15,2586,1001,Municipal Facilities,backless,06/30/2014,1775 Grand Concourse,109 E. 175th Street,E. 175th Street,Walton Avenue and Grand Concourse,Bronx,205,BX32,Not Applicable,40.846089,-73.909879,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88245158276806 40.850553712467665),2,Bronx,206,15,78,33,15,3183,2009,AAR,backed,10/01/2015,2300 Southern Boulevard,1016 Bronx Park South,Boston Road,Bronx Park S & E 180th Street,Bronx,206,Not Applicable,Not Applicable,40.850562,-73.882453,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86837058966707 40.81845871819455),2,Bronx,209,18,85,34,15,2808,1124,Municipal Facilities,backed,01/20/2015,1695 Seward Avenue,1695 Seward Avenue,Seward Avenue,Croes Avenue & Croes Place,Bronx,209,Not Applicable,Not Applicable,40.818467,-73.868372,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.90949857522985 40.8324687170031),2,Bronx,203,16,79,32,15,2472,809,Health Care Facilities,backed,06/20/2014,1230 Webster Avenue,1230 Webster Avenue,East 168th Street,Park Avenue and Webster Avenue,Bronx,203,BX35,Not Applicable,40.832477,-73.9095,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.85691259107838 40.84778871228377),2,Bronx,211,13,82,34,14,2536,825,Municipal Facilities,backless,06/24/2014,974 Morris Park Avenue,974 Morris Park Avenue,Morris Park Avenue,Radcliff Avenue and Colden Avenue,Bronx,211,BX21,Not Applicable,40.847797,-73.856914,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.83390259699092 40.874082706436425),2,Bronx,210,12,82,36,16,1352,377,General,backed,01/11/2013,750 Baychester Avenue,750 Baychester Avenue,Baychester Avenue,Aldrich Street and Donizetti Place,Bronx,210,Not Applicable,Not Applicable,40.874091,-73.833904,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89642458022136 40.820979718640636),2,Bronx,202,17,85,32,15,4123,595,Bus Route,backless 2,07/12/2018,938 East 163rd Street,938 East 163rd Street,East 163rd Street,Intervale Avenue & Kelly Street,Bronx,202,BX6,Not Applicable,40.820988,-73.896426,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92424957020701 40.84231671531338),2,Bronx,204,16,77,29,15,3477,1,Bus Route,backed 2,02/04/2017,1399 Ogden Avenue,1399 Ogden Avenue,Ogden Aveue,W 179th Street & W 171st Street,Bronx,204,BX13,Not Applicable,40.842325,-73.924251,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89309957832815 40.86184771053486),2,Bronx,205,15,78,33,15,1199,258,BID,backed,10/22/2012,350 East Fordham Road,350 East Fordham Road,East Fordham Road,Elm Place and Marion Avenues,Bronx,205,Not Applicable,Fordham Road,40.861856,-73.893101,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92035957211542 40.831054717441305),2,Bronx,204,16,77,32,15,2311,1632,General,backless,01/08/2014,1040 Grand Concourse,1040 Grand Concourse,Grand Concourse,E165th & E166th Street,Bronx,204,BX1,Not Applicable,40.831063,-73.920361,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92261157190347 40.82437371889715),2,Bronx,204,16,79,32,15,3130,1679,AAR,backed,08/06/2015,790 Concourse Village West,790 Concourse Village West,Concourse Village West,East 153rd Street & Thurmon Munson Way,Bronx,204,Not Applicable,Not Applicable,40.824382,-73.922613,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90027057759731 40.84887171360409),2,Bronx,206,15,86,33,15,2438,966,Health Care Facilities,backed,05/01/2014,1946 Webster Avenue,1946 Webster Avenue,Webster Avenue,E. Tremont Avenue and E. 178th Street,Bronx,206,Not Applicable,Not Applicable,40.84888,-73.900272,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9011365760892 40.86922470955985),2,Bronx,208,14,81,33,13,2563,947,Municipal Facilities,backed,06/27/2014,118 Eames Place,118 Eames Place,Eames Place,Claflin Avenue and University Avenue,Bronx,208,Not Applicable,Not Applicable,40.869233,-73.901138,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90808457397927 40.85974971119104),2,Bronx,207,14,86,33,15,2567,751,Municipal Facilities,backless,06/27/2014,86 W. 183rd Street,86 W. 183rd Street,University Avenue,W. 183rd Street and Hall of Fame Terrace,Bronx,207,BX03,Not Applicable,40.859758,-73.908086,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84855859534086 40.82132471721945),2,Bronx,209,18,87,34,15,945,367,General,backed,01/10/2013,706 Castle Hill Avenue,706 Castle Hill Avenue,Castle Hill Avenue,Seward and Homer Avenues,Bronx,209,Not Applicable,Not Applicable,40.821333,-73.84856,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.85657859274244 40.81482471850082),2,Bronx,209,18,85,34,15,2891,964,Municipal Facilities,backless,12/17/2014,456 White Plains Road,456 White Plains Road,White Plains Road,Lacombe Avenue and Patterson Avenue,Bronx,209,BX39,Not Applicable,40.814833,-73.85658,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.87758958291323 40.87191370804537),2,Bronx,207,11,80,36,13,2345,1158,General,backed,02/24/2014,358 East 204th Street,358 East 204th Street,East 204th Street,Decatur Avenue & Hull Avenue,Bronx,207,Not Applicable,Not Applicable,40.871922,-73.877591,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89233692159803 40.83153443231613),2,Bronx,203,17,79,32,15,1535,304,General,backed,02/04/2013,1334 Louis Nine Boulevard,1334 Louis Nine Boulevard,Plaza,"Intervale Avenue, Louis Nine Blvd & Jennings Street",Bronx,203,Not Applicable,Not Applicable,40.8315344323,-73.8923369216,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91911557260984 40.816427720637776),2,Bronx,201,17,84,32,15,25,52,Bus Route,backless,05/16/2012,360 East 149th Street,360 East 149th Street,East 149th Street,Courtlandt and Melrose Avenues,Bronx,201,BX19,Not Applicable,40.816436,-73.919117,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89865257730274 40.862256710590046),2,Bronx,207,14,86,33,15,1193,558,BID,backed,05/07/2013,125 East Fordham Road,125 East Fordham Road,East Fordham Road,Creston Avenue & Morris Avenue,Bronx,207,Not Applicable,Fordham Road,40.862265,-73.898654,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89006225470476 40.86100770548604),2,Bronx,206,15,78,34,15,1694,932,BID,backed,02/07/2013,401 E. Fordham Road,401 E. Fordham Road,East Fordham Road,Third Avenue & Webster Avenue,Bronx,206,Not Applicable,Fordham Road,40.8610077055,-73.8900622547,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90700357295886 40.880029707093634),2,Bronx,208,11,81,34,13,1131,369,General,backed,01/11/2013,260 West 231st Street,260 West 231st Street,West 231st Street,Corlear Avenue and Kingsbridge Avenue,Bronx,208,Not Applicable,Not Applicable,40.880038,-73.907005,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.83175559674511 40.88920270292946),2,Bronx,212,12,83,36,16,2771,1227,General,backless,01/06/2015,1534 E. 233rd Street,1534 E. 233rd Street,E. 233rd Street,Secor Avenue & Dyre Avenue,Bronx,212,BX16,Not Applicable,40.889211,-73.831757,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9127165749843 40.82275471878288),2,Bronx,203,17,79,32,15,796,353,General,backed,01/10/2013,843 Elton Avenue,843 Elton Avenue,East 160th Street,East 159th and 160th Streets,Bronx,203,Not Applicable,Not Applicable,40.822763,-73.912718,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.92031274198166 40.847075747489086),2,Bronx,205,14,77,29,15,1754,1113,General,backed,02/04/2014,1605 University Avenue,1605 University Avenue,University Avenue,W174th Street & W175th Street,Bronx,205,Not Applicable,Not Applicable,40.8470757475,-73.920312742,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89926257767787 40.84615371371292),2,Bronx,206,15,86,33,15,2728,613,Municipal Facilities,backed,09/03/2014,459 E. 176th Street,459 E. 176th Street,E. 176th Street,Park Avenue and Washington Avenue,Bronx,206,Not Applicable,Not Applicable,40.846162,-73.899264,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85717269782397 40.83678256481805),2,Bronx,209,18,87,32,14,4198,663,General,backed 2,08/01/2018,1536 Unionport Road,1536 Unionport Road,Unionport Road,Starling Avenue & Metropolitan Oval,Bronx,209,BX22,Not Applicable,40.8367825648,-73.8571726978,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87922858167346 40.88142570582174),2,Bronx,207,11,81,36,13,4048,464,Bus Route,backless 2,03/06/2018,100 East Gun Hill Road,100 East Gun Hill Road,East Gun Hill Road,Dekalb Avenue & Rochambeau Avenue,Bronx,207,BX10,Jerome-Gun Hill,40.881434,-73.87923,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84249759579055 40.84024371255608),2,Bronx,210,13,82,34,14,2862,1537,BID,backed,10/15/2014,127 Westchester Square,127 Westchester Square,Westchester Avenue,East Tremont Avenue & Ferris Place,Bronx,210,Not Applicable,Westchester Square,40.840252,-73.842499,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.88884558279071 40.81808771866052),2,Bronx,202,17,85,32,15,1778,320,General,backed,02/04/2013,866 Hunts Point Avenue,866 Hunts Point Avenue,Hunts Point Avenue,Seneca Avenue & Gilbert Place,Bronx,202,Not Applicable,Not Applicable,40.818096,-73.888847,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85820559042918 40.84472171268545),2,Bronx,211,13,80,34,14,2708,2708,Municipal Facilities,backed,08/05/2014,1640 Bronxdale Avenue,1640 Bronxdale Avenue,Bronxdale Avenue,Van Nest Avenue & Pierce Avenue,Bronx,211,Not Applicable,Not Applicable,40.84473,-73.858207,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92683656962967 40.832697717059574),2,Bronx,204,8,77,29,15,2659,1874,Municipal Facilities,backed,08/07/2014,1020 Anderson Avenue,1020 Anderson Avenue,Anderson Avenue,W. 164th Street and W. 165th Street,Bronx,204,Not Applicable,Not Applicable,40.832706,-73.926838,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92795257075939 40.809873722105785),2,Bronx,201,8,84,29,15,3180,1587,AAR,backed,10/01/2015,191 Lincoln Avenue,191 Lincoln Avenue,Lincoln Avenue,136th Street & 138th Street,Bronx,201,Not Applicable,Not Applicable,40.809882,-73.927954,X,AREA OF MINIMAL FLOOD HAZARD,4
