the_geom,BoroCode,BoroName,BoroCD,CounDist,AssemDist,StSenDist,CongDist,SiteID,BenchID,Category,BenchType,Installati,Address,GeocodeAdd,Street,CrossStree,Borough,ComDist,BusRoute,BID,Latitude,Longitude,FEMAFldz,FEMAFldT,HrcEvac
POINT (-73.88329258143575 40.87171670859838),2,Bronx,207,11,80,36,13,3415,1750,General,backless,06/14/2016,3011 Bainbridge Avenue,3011 Bainbridge Avenue,Bainbridge Avenue,E Mosholu Parkway S & E 201st Street,Bronx,207,BX34,Not Applicable,40.871725,-73.883294,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1856,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91882957274275 40.81465672053184),2,Bronx,201,8,84,29,15,3182,1892,AAR,backed,10/01/2015,487 Willis Avenue,487 Willis Avenue,Willis Avenue,E 146th Street & E 147th Street,Bronx,201,Not Applicable,Not Applicable,40.814665,-73.918831,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.89045658100868 40.83589171516092),2,Bronx,203,17,79,33,15,2887,1232,Municipal Facilities,backless,12/03/2014,1619 Boston Road,1619 Boston Road,Boston Road,Seabury Place and E. 173rd Street,Bronx,203,BX21,Not Applicable,40.8359,-73.890458,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89891057890925 40.82039471905407),2,Bronx,202,17,85,32,15,2731,1321,Municipal Facilities,backed,09/15/2014,888 Rev James A Polite Avenue,888 Rev James A Polite Avenue,Rev James A Polite Avenue,Dawson Street and Westchester Avenue,Bronx,202,Not Applicable,Not Applicable,40.820403,-73.898912,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85665459294528 40.81506071832987),2,Bronx,209,18,85,34,15,2890,2028,Municipal Facilities,backless,12/14/2014,473 White Plains Road,473 White Plains Road,White Plains Road,Lacombe Avenue and Patterson Avenue,Bronx,209,BX39,Not Applicable,40.815069,-73.856656,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90969657372399 40.85412771281362),2,Bronx,205,14,86,33,15,2097,836,Community Health Centers,backless,08/07/2013,57 West Burnside Avenue,57 West Burnside Avenue,West Burnside Avenue,Harrison and Grand Avenues,Bronx,205,BX40,Not Applicable,40.854136,-73.909698,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84393659371456 40.878578705567556),2,Bronx,212,12,83,36,16,3530,584,Bus Route,backed 2,02/04/2017,3575 Boston Road,3575 Boston Road,Boston Road,Tiemann Avenue & E 222 Steet,Bronx,212,BX30,Not Applicable,40.878587,-73.843938,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91619110111093 40.816466521782424),2,Bronx,201,17,84,32,15,1651,537,Senior Center,backed,03/27/2013,416 Westchester Avenue,416 Westchester Avenue,Westchester Avenue,E150th & E151st Street,Bronx,201,Not Applicable,Not Applicable,40.8164665218,-73.9161911011,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.86244358853605 40.86310870900562),2,Bronx,211,13,80,34,14,3573,107,Municipal Facilities,backed 2,05/26/2017,830 Mace Avenue,830 Mace Avenue,Mace Avenue,Bronxwood Avenue & Matthews Avenue,Bronx,211,Not Applicable,Not Applicable,40.863117,-73.862445,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8347783154577 40.837921907411136),2,Bronx,210,13,82,34,14,1400,550,General,backed,03/26/2013,3139 East Tremont Avenue,3139 East Tremont Avenue,East Tremont Avenue,Coddington Avenue & La Salle,Bronx,210,Not Applicable,Not Applicable,40.8379219074,-73.8347783155,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9195165731082 40.80766372177643),2,Bronx,201,8,84,29,15,3821,221,Senior Safety,backed,08/01/2017,502 E 138th Street,502 E 138th Street,E 138th Street,Brook Avenue & Brown Place,Bronx,201,Not Applicable,Not Applicable,40.807672,-73.919518,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91236457545683 40.82114871901944),2,Bronx,201,17,79,32,15,931,424,General,backless,01/10/2013,3080 Third Avenue,3080 Third Avenue,3rd Avenue,157th and 158th Streets,Bronx,201,BX15,Not Applicable,40.821157,-73.912366,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89872057728151 40.86222671103118),2,Bronx,205,14,86,33,15,1945,1047,BID,backed,05/07/2013,114 East Fordham Road,114 East Fordham Road,East Fordham Rd & 188th Street,E. Fordham Road & 188th Street,Bronx,205,Not Applicable,Fordham Road,40.862235,-73.898722,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90440657269829 40.905802702707845),2,Bronx,208,11,81,34,16,2833,1958,General,backed,12/23/2014,5661 Riverdale Avenue,5661 Riverdale Avenue,Riverdale Avenue,West 258th Street & West 259th Street,Bronx,208,Not Applicable,Not Applicable,40.905811,-73.904408,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92731057023514 40.82547171838267),2,Bronx,204,8,84,29,15,3431,6,Bus Route,backed 2,02/04/2017,799 River Avenue,799 River Avenue,River Avenue,E 153rd Street & E 157th Street,Bronx,204,BX13,Not Applicable,40.82548,-73.927312,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87824462805186 40.87262787287383),2,Bronx,207,11,80,36,13,2150,1055,General,backed,10/25/2013,322 East 204th Street,322 East 204th Street,East 204th Street,Hull Avenue & Perry Avenue,Bronx,207,Not Applicable,Not Applicable,40.8726278729,-73.8782446281,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85536658961966 40.873839707068434),2,Bronx,212,12,83,36,16,3531,1795,Bus Route,backless,02/04/2017,1100 E Gun Hill Road,1100 E Gun Hill Road,E Gun Hill Road,Yates Avenue & Laconia Avenue,Bronx,212,BX28,Not Applicable,40.873848,-73.855368,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90660557576805 40.831818716911684),2,Bronx,203,16,79,32,15,2691,1403,Municipal Facilities,backed,09/10/2014,1245 Washington Avenue,1245 Washington Avenue,Washington Avenue,East 168th Street & East 169th Street,Bronx,203,Not Applicable,Not Applicable,40.831827,-73.906607,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85479859222623 40.837515713556634),2,Bronx,209,18,87,32,14,2710,2710,Municipal Facilities,backed,08/05/2014,2120 Saint Raymonds Avenue,1504 Olmstead Avenue,Olmstead Avenue,Saint Raymonds Avenue & Starling Avenue,Bronx,209,Not Applicable,Not Applicable,40.837524,-73.8548,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.87537258324643 40.87254270751375),2,Bronx,207,11,80,36,13,3529,201,Municipal Facilities,backed 2,07/03/2017,3177 Webster Avenue,3177 Webster Avenue,Webster Avenue,E 205th street & E 204th street,Bronx,207,Not Applicable,Not Applicable,40.872551,-73.875374,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87933958186356 40.87423470791366),2,Bronx,207,11,80,36,13,2341,1056,General,backed,02/24/2014,3125 Bainbridge Avenue,3125 Bainbridge Avenue,Bainbridge Avenue,E205th & E206th Street,Bronx,207,Not Applicable,Not Applicable,40.874243,-73.879341,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1994,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85126559420961 40.8193247174913),2,Bronx,209,18,87,32,15,2869,784,Municipal Facilities,backless,12/19/2014,633 Olmstead Avenue,633 Olmstead Avenue,Olmstead Avenue,Seward Avenue & Randall Avenue,Bronx,209,BX36,Not Applicable,40.819333,-73.851267,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.84025259471876 40.88433470435143),2,Bronx,212,12,83,36,16,3576,79,Municipal Facilities,backed 2,06/28/2017,3740 Baychester Avenue,3740 Baychester Avenue,Baychester Avenue,Crawford Avenue & Needham Avenue,Bronx,212,Not Applicable,Not Applicable,40.884343,-73.840254,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82430160108264 40.86466770711481),2,Bronx,210,12,82,36,16,3593,6,Municipal Facilities,backed 2,05/26/2017,4140 Hutchinson River Pkwy E,4140 Hutchinson River Pkwy E,Einstein Loop S,Einstein Loop S & Boller Avenue,Bronx,210,Not Applicable,Not Applicable,40.864676,-73.824303,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.91783113369823 40.84878395870788),2,Bronx,205,14,77,29,15,1886,754,General,backed,07/02/2013,1683 Dr. Martin Luther King Jr. Blvd,1683 Dr. Martin Luther King Jr. Blvd,Dr. Martin Luther King Jr. Blvd,W 176th Street & Brandt Place,Bronx,205,BX03,Not Applicable,40.8487839587,-73.9178311337,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91225657490546 40.82135471911796),2,Bronx,201,17,79,32,15,1569,368,General,backed,01/11/2013,3097 Third Avenue,,3rd Avenue,East 157th and 158th Street,Bronx,201,Not Applicable,Not Applicable,40.821363,-73.912258,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8984885773909 40.846218713530746),2,Bronx,206,15,86,33,15,2590,1190,Municipal Facilities,backed,07/01/2014,1866 Washington Avenue,1866 Washington Avenue,Washington Avenue,E. 176th and E. Tremont Avenue,Bronx,206,Not Applicable,Not Applicable,40.846227,-73.89849,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91794775959384 40.815773371338345),2,Bronx,201,17,84,32,15,3562,758,Plaza,backless,09/28/2018,530 Willis Avenue,530 Willis Avenue,Third Avenue,Willis Avenue & E. 148th Street,Bronx,999,Not Applicable,Not Applicable,40.8157733713,-73.9179477596,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88758558223394 40.83058071642958),2,Bronx,203,17,85,32,15,2886,1010,Municipal Facilities,backless,12/17/2014,1434 Longfellow Avenue,1018 Jennings Street,Jennings Street,Jennings Street and Freeman Street,Bronx,203,BX11,Not Applicable,40.830589,-73.887587,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.82445760249918 40.82879971412692),2,Bronx,210,13,82,34,14,3104,1848,General,backed,07/06/2015,3607 East Tremont Avenue,3607 East Tremont Avenue,East Tremont Avenue,Scott Place & Sullivan Place,Bronx,210,Not Applicable,Not Applicable,40.828808,-73.824459,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88514210413153 40.87768518128276),2,Bronx,207,11,80,36,13,2309,1389,General,backless,01/08/2014,3224 Grand Concourse,3224 Grand Concourse,Grand Concourse,Van Cortlandt Avenue and the Mosholu Park,Bronx,207,BX1,Not Applicable,40.8776851813,-73.8851421041,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88294258089357 40.88123770610747),2,Bronx,207,11,80,36,13,2320,70,General,backed,03/19/2014,3425 Jerome Avenue,3425 Jerome Avenue,Jerome Avenue,E. 208th Street and E. Gun Hill Road,Bronx,207,Not Applicable,Jerome-Gun Hill,40.881246,-73.882944,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9046965774422 40.81737471959489),2,Bronx,201,17,84,29,15,3865,259,General,backed,08/23/2017,Abigail Playground,800 E 156th Street,Tinton Avenue,Tinton Avenue & Union Avenue,Bronx,201,Not Applicable,Not Applicable,40.817383,-73.904698,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.9019985740444 40.882858706345445),2,Bronx,208,11,81,33,13,3746,226,BID,backed,08/01/2017,5740 Broadway,5740 Broadway,Broadway,W 236th Street & W 234th Street,Bronx,208,Not Applicable,Kingsbridge,40.882867,-73.902,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.87447152279718 40.82953194011236),2,Bronx,209,18,85,32,15,2462,1504,Plaza,backed,08/04/2014,1620 Westchester Avenue,1620 Westchester Avenue,Harrod Place,Harrod Place & Morrison Avenue,Bronx,209,Not Applicable,Not Applicable,40.8295319401,-73.8744715228,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5
POINT (-73.84307359533706 40.85992170919784),2,Bronx,211,13,80,34,14,2227,1376,Senior Center,backed,12/02/2013,2323 Eastchester Road,2323 Eastchester Road,Eastchester Road,Astor and Waring Avenues,Bronx,211,BX31,Not Applicable,40.85993,-73.843075,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.8302896004007 40.84319671204733),2,Bronx,210,13,82,34,14,3222,2325,General,backless,05/05/2016,1545 Crosby Avenue,1545 Crosby Avenue,Crosby Avenue,Middletown Road & Zulette Avenue,Bronx,210,BX08,Not Applicable,40.843205,-73.830291,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89716666711392 40.86236111070519),2,Bronx,205,15,78,33,15,1194,262,BID,backed,10/22/2012,South side Overpass at East Fordham Rd and Grand Concourse,"40°51'44.5""N 73°53'49.8""W",East Fordham Road,Grand Concourse East and West,Bronx,205,Not Applicable,Fordham Road,40.8623611107,-73.8971666671,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90895457626068 40.82365571806999),2,Bronx,203,17,79,32,15,3065,1821,Bus Route,backed,07/06/2015,3225 3rd Avenue,3225 3rd Avenue,3rd Avenue,E. 163rd Street and E. 162nd Street,Bronx,203,BX15,Not Applicable,40.823664,-73.908956,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88037758561381 40.80976572003025),2,Bronx,202,17,84,34,15,3736,67,Bus Route,backed 2,06/29/2017,410 Halleck Street,410 Halleck Street,Halleck Street,Food Center Drive & Oak Point Avenue,Bronx,202,BX6,Not Applicable,40.809774,-73.880379,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,4
POINT (-73.92547299940311 40.81583612008528),2,Bronx,201,17,84,29,15,3387,2164,Municipal Facilities,backed,06/08/2016,229 E 144th Street,229 E 144th Street,E 144th Street,Morris Avenue & E 143rd Street,Bronx,201,Not Applicable,Not Applicable,40.8158361201,-73.9254729994,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.90614157720766 40.825016718437624),2,Bronx,203,16,79,32,15,2730,1521,Municipal Facilities,backed,09/12/2014,968 Cauldwell Avenue,968 Cauldwell Avenue,Cauldwell Avenue,E. 163rd Street and E. 165th Street,Bronx,203,Not Applicable,Not Applicable,40.825025,-73.906143,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92316251689046 40.80500666967576),2,Bronx,201,8,84,29,15,4111,0,General,backed 2,04/04/2019,100 bruckner blvd,100 bruckner blvd,Bruckner Boulevard,Westchester Avenue & Amendola Place,Bronx,201,BX29,Not Applicable,40.8050066697,-73.9231625169,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.9027035772291 40.83098671672348),2,Bronx,203,16,79,32,15,2694,1402,Municipal Facilities,backed,09/12/2014,1260 Franklin Avenue,1260 Franklin Avenue,Franklin Avenue,East 168th Street & East 169th Street,Bronx,203,Not Applicable,Not Applicable,40.830995,-73.902705,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90309757531128 40.85850271186967),2,Bronx,205,14,86,33,15,2095,782,Community Health Centers,backed,08/06/2013,25 East 183rd Street,25 East 183rd Street,East 183rd Street,Walton and Jerome Avenues,Bronx,205,Not Applicable,Not Applicable,40.858511,-73.903099,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90148057872318 40.81973271905867),2,Bronx,202,17,79,32,15,2139,682,Community Health Centers,backed,09/11/2013,840 Westchester Avenue,840 Westchester Avenue,Longwood Avenue,Longwood Avenue and Hewitt Place,Bronx,202,Not Applicable,Not Applicable,40.819741,-73.901482,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86955158823392 40.83544471467832),2,Bronx,209,18,87,33,15,4026,9998,Bus Route,backless,03/06/2018,1748 Cross Bronx Expy,1748 Cross Bronx Expy,Cross Bronx Expy,Commonwealth Avenue & Rosedale Avenue,Bronx,209,Q44,Not Applicable,40.835453,-73.869553,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.88677658392815 40.81542371972117),2,Bronx,202,17,84,32,15,1783,1115,General,backed,11/14/2013,737 Hunts Point Avenue,737 Hunts Point Avenue,Hunts Point Avenue,Faile Street,Bronx,202,Not Applicable,Not Applicable,40.815432,-73.886778,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85881258838513 40.89077070367184),2,Bronx,212,12,83,36,16,3575,106,Municipal Facilities,backed 2,06/28/2017,4102 White Plains Road,4102 White Plains Road,White Plains Road,E 229th street & E 230th street,Bronx,212,Not Applicable,Not Applicable,40.890779,-73.858814,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89015558172747 40.834189715425936),2,Bronx,203,17,79,32,15,2433,977,Senior Center,backed,04/23/2014,910 E 172nd Street,910 E 172nd Street,E 172nd Street,Southern Boulevard and Minford Street,Bronx,203,Not Applicable,Not Applicable,40.834198,-73.890157,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90229957453545 40.882419706686626),2,Bronx,208,11,81,33,13,3684,230,BID,backed,08/01/2017,5716 Broadway,5716 Broadway,Broadway,W 234th Street & W 236th Street,Bronx,208,Not Applicable,Kingsbridge,40.882428,-73.902301,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.92031274198166 40.847075747489086),2,Bronx,205,14,77,29,15,1754,978,General,backed,02/04/2014,1605 University Avenue,1605 University Avenue,University Avenue,W174th Street & W175th Street,Bronx,205,Not Applicable,Not Applicable,40.8470757475,-73.920312742,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1928,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.91556757249217 40.8400877152241),2,Bronx,204,16,77,29,15,2656,1174,Municipal Facilities,backed,08/07/2014,1425 Walton Avenue,1425 Walton Avenue,Walton Avenue,E 170th Street and E 171st Street,Bronx,204,Not Applicable,Not Applicable,40.840096,-73.915569,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.92258257136235 40.817788720137884),2,Bronx,201,17,84,29,15,3816,233,Bus Route,backless,08/01/2017,555 Morris Avenue,555 Morris Avenue,Morris Avenue,E 149th Street & E 150th Street,Bronx,201,BX32,Not Applicable,40.817797,-73.922584,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8912635792517 40.861620710146255),2,Bronx,206,15,78,34,15,1205,934,BID,backed,10/24/2012,402 East Fordham Road,2520 Webster Avenue,Webster Avenue,East 189th Street and East Fordham Road,Bronx,206,Not Applicable,Fordham Road,40.861629,-73.891265,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88272558347946 40.8446397136229),2,Bronx,206,17,87,32,15,2565,1183,Municipal Facilities,backed,07/01/2014,2085 Honeywell Avenue,2085 Honeywell Avenue,Honeywell Avenue,179th Street and 180th Street,Bronx,206,Not Applicable,Not Applicable,40.844648,-73.882727,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.87447152279718 40.82953194011236),2,Bronx,209,18,85,32,15,2462,1293,Plaza,backed,08/04/2014,1620 Westchester Avenue,1620 Westchester Avenue,Harrod Place,Harrod Place & Morrison Avenue,Bronx,209,Not Applicable,Not Applicable,40.8295319401,-73.8744715228,X,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,5
POINT (-73.85955759220556 40.824104716450485),2,Bronx,209,18,85,34,15,2868,1214,Municipal Facilities,backless,12/19/2014,1903 Story Avenue,1903 Story Avenue,Story Avenue,Bolton Avenue & White Plains Road,Bronx,209,BX05,Not Applicable,40.824113,-73.859559,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.88855958080477 40.84846371267078),2,Bronx,206,15,78,33,15,2896,1661,Municipal Facilities,backless,01/30/2015,2111 Crotona Avenue,2111 Crotona Avenue,Crotona Avenue,East 180th Streeet & East 181st Street,Bronx,206,BX17,Not Applicable,40.848472,-73.888561,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.877229583691 40.87152870780469),2,Bronx,207,11,80,36,13,2346,1167,General,backed,02/24/2014,374 East 204th Street,374 East 204th Street,East 204th Street,Decatur Avenue & Bronx River Parkway,Bronx,207,Not Applicable,Not Applicable,40.871537,-73.877231,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84557659288191 40.87012470676929),2,Bronx,212,12,83,36,16,2523,1184,Municipal Facilities,backed,06/24/2014,1385 E Gun Hill Road,1385 E Gun Hill Road,E Gun Hill Road,Knapp Street and Seymour Avenue,Bronx,212,Not Applicable,Not Applicable,40.870133,-73.845578,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.85788259332237 40.81349471864098),2,Bronx,209,18,85,34,15,2906,1006,Municipal Facilities,backless,12/18/2014,403 Soundview Avenue,403 Soundview Avenue,Soundview Avenue,Underhill Avenue & Patterson Avenue,Bronx,209,BX27,Not Applicable,40.813503,-73.857884,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.8580285923322 40.820954717212956),2,Bronx,209,18,87,32,15,2867,1388,Municipal Facilities,backless,12/19/2014,711 White Plains Road,711 White Plains Road,White Plains Road,Seward Avenue & Lafayette Avenue,Bronx,209,BX39,Not Applicable,40.820963,-73.85803,X,AREA OF MINIMAL FLOOD HAZARD,4
POINT (-73.89233692159803 40.83153443231613),2,Bronx,203,17,79,32,15,1535,299,General,backed,02/04/2013,1334 Louis Nine Boulevard,1334 Louis Nine Boulevard,Plaza,"Intervale Avenue, Louis Nine Blvd & Jennings Street",Bronx,203,Not Applicable,Not Applicable,40.8315344323,-73.8923369216,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88736058375626 40.81600871919417),2,Bronx,202,17,84,32,15,1779,296,General,backed,02/04/2013,770 Hunts Point Avenue,770 Hunts Point Avenue,Hunts Point Avenue,Faile Street & Lafayette Avenue,Bronx,202,Not Applicable,Not Applicable,40.816017,-73.887362,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84575759459828 40.84482971208525),2,Bronx,211,13,82,34,14,2453,997,Health Care Facilities,backed,05/02/2014,1615 Eastchester Road,1615 Eastchester Road,Eastchester Road,Williamsbridge Road and Jarret Place,Bronx,211,Not Applicable,Not Applicable,40.844838,-73.845759,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.81824560548002 40.82259571563794),2,Bronx,210,13,82,34,14,2713,2713,Municipal Facilities,backed,08/05/2014,2951 Dewey Avenue,2951 Dewey Avenue,Dewey Avenue,Edison Avenue & Logan Avenue,Bronx,210,Not Applicable,Not Applicable,40.822604,-73.818247,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.89229257704223 40.89585670424551),2,Bronx,226,11,81,34,16,3600,56,Bus Route,backed 2,03/11/2017,Van Cortland Park,5983 Broadway,Broadway,Manhattan College Parkway & W 242nd Street,Bronx,208,BX09,Not Applicable,40.895865,-73.892294,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90894937870722 40.88111258167406),2,Bronx,208,11,81,34,16,4113,686,General,backless 2,05/21/2019,318 West 231st Street,318 West 231st Street,West 231st Street,Tibbett Avenue & Riverdale Avenue,Bronx,208,BX10,Not Applicable,40.8811125817,-73.9089493787,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91949157373007 40.80767272191247),2,Bronx,201,8,84,29,15,2871,1142,Municipal Facilities,backless,12/10/2014,501 East 138th Street,501 East 138th Street,East 138th Street,Brown Place & Brook Avenue,Bronx,201,BX33,Not Applicable,40.807681,-73.919493,X,AREA OF MINIMAL FLOOD HAZARD,6
POINT (-73.91474657393604 40.83213571735526),2,Bronx,204,16,77,32,15,3217,1643,General,backed,09/18/2015,1150 Morris Avenue,270 E. 167th Street,East 167th Street and College,E. 167th Street and E. 166th Street,Bronx,204,BX32,Not Applicable,40.832144,-73.914748,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.88506758237345 40.836511714866454),2,Bronx,203,17,85,32,15,2123,1061,General,backed,10/23/2013,1768 Bryant Avenue,1768 Bryant Avenue,Bryant Avenue,E 174th Street,Bronx,203,Not Applicable,Not Applicable,40.83652,-73.885069,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.86300959144508 40.818408718353474),2,Bronx,209,18,85,34,15,2533,1342,Municipal Facilities,backed,07/01/2014,660 Soundview Avenue,660 Soundview Avenue,Soundview Avenue,Taylor Avenue and Thieriot Avenue,Bronx,209,Not Applicable,Not Applicable,40.818417,-73.863011,X,AREA OF MINIMAL FLOOD HAZARD,5
POINT (-73.91435279986183 40.83284564314899),2,Bronx,204,16,77,33,15,2905,724,Municipal Facilities,backless,11/18/2014,1189 Morris Avenue,1189 Morris Avenue,Morris Avenue,East 167th Street & McClellan Street,Bronx,204,BX32,Not Applicable,40.8328456431,-73.9143527999,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90345657558949 40.854863711981295),2,Bronx,205,14,86,33,15,2654,1188,Municipal Facilities,backed,07/30/2014,125 E. 181st Street,125 E. 181st Street,E. 181st Street,Morris Avenue and Creston Avenue,Bronx,205,Not Applicable,Not Applicable,40.854872,-73.903458,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.84707868334749 40.857426308229165),2,Bronx,211,13,80,34,14,3671,53,Bus Route,backed 2,03/11/2017,1400 Pelham Parkway South,1400 Pelham Parkway South,Pelham Parkaway,Eastchester Road & Wilson Avenue,Bronx,211,BX12,Not Applicable,40.8574263082,-73.8470786833,X,AREA OF MINIMAL FLOOD HAZARD,
POINT (-73.90984857150757 40.886023706595545),2,Bronx,208,11,81,34,16,4001,9997,General,backed,03/06/2018,3532 Johnson Avenue,3532 Johnson Avenue,Johnson Avenue,West 235th Street & West 236th Street,Bronx,208,Not Applicable,Not Applicable,40.886032,-73.90985,X,AREA OF MINIMAL FLOOD HAZARD,
